chr1	1	1000000	0	NaN	NaN
chr1	1000001	2000000	0	NaN	NaN
chr1	2000001	3000000	0	NaN	NaN
chr1	3000001	4000000	5609620.0	0.05237750984540026	open
chr1	4000001	5000000	5802420.0	0.05985228584257494	open
chr1	5000001	6000000	5725620.0	0.03446947239088574	open
chr1	6000001	7000000	5722380.0	0.05782413249156374	open
chr1	7000001	8000000	5698700.0	0.022126349882604215	open
chr1	8000001	9000000	5556220.0	-0.0294261811869978	closed
chr1	9000001	10000000	5783600.0	0.0031776575682044323	open
chr1	10000001	11000000	5797140.0	0.019948278033538214	open
chr1	11000001	12000000	5630560.0	-0.012291288628234486	closed
chr1	12000001	13000000	5839160.0	0.032218810707872206	open
chr1	13000001	14000000	6175440.0	0.07737351994731197	open
chr1	14000001	15000000	5838880.0	0.040178492902866764	open
chr1	15000001	16000000	5847700.0	0.04614121018682338	open
chr1	16000001	17000000	6033480.0	0.017494727476590373	open
chr1	17000001	18000000	5640640.0	-0.04642003468209382	closed
chr1	18000001	19000000	5526720.0	-0.05412373742242229	closed
chr1	19000001	20000000	5656220.0	-0.027280607229631125	closed
chr1	20000001	21000000	5927260.0	-0.02129024420027837	closed
chr1	21000001	22000000	5911920.0	-0.023234035119269802	closed
chr1	22000001	23000000	5469726.7	-0.07108756460260969	closed
chr1	23000001	24000000	5897980.0	-0.04195130498293067	closed
chr1	24000001	25000000	5789600.0	-0.04452973122563068	closed
chr1	25000001	26000000	5485345.0	-0.08138694567772663	closed
chr1	26000001	27000000	5395760.0	-0.07555696694747402	closed
chr1	27000001	28000000	5311880.0	-0.09058212575725488	closed
chr1	28000001	29000000	5270480.0	-0.061677653545851495	closed
chr1	29000001	30000000	5350300.0	-0.08333776109446729	closed
chr1	30000001	31000000	5680560.0	-0.060233360377419796	closed
chr1	31000001	32000000	5590880.0	-0.06920906559622399	closed
chr1	32000001	33000000	5509420.0	-0.08981618082583184	closed
chr1	33000001	34000000	5995400.0	-0.014301908388263961	closed
